cycle_year,state,school,applications,in state applicants,out of state applicants,women applicants,men applicants,matriculants,in state matriculants,out of state matriculants,women matriculants,men matriculants
2017,NC,East Carolina-Brody,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NC,North Carolina,390.0,5.1,94.9,47.4,52.6,7.0,14.3,85.7,71.4,28.6
2017,NC,Wake Forest,120.0,10.0,90.0,47.5,52.5,1.0,0.0,100.0,0.0,100.0
2017,ND,North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NE,Creighton,41.0,4.9,95.1,36.6,63.4,1.0,0.0,100.0,0.0,100.0
2017,NE,Nebraska,62.0,14.5,85.5,32.3,67.7,4.0,25.0,75.0,25.0,75.0
2017,NH,Dartmouth-Geisel,299.0,0.7,99.3,45.5,54.5,2.0,50.0,50.0,50.0,50.0
2017,NJ,Cooper Rowan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NJ,Rutgers New Jersey,114.0,28.9,71.1,46.5,52.6,4.0,75.0,25.0,50.0,50.0
2017,NJ,Rutgers-RW Johnson,166.0,24.7,75.3,48.2,51.8,5.0,40.0,60.0,40.0,60.0
2017,NM,New Mexico,17.0,29.4,70.6,58.8,41.2,1.0,0.0,100.0,100.0,0.0
2017,NV,Nevada Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NV,Nevada Reno,6.0,16.7,83.3,50.0,50.0,0.0,0.0,0.0,0.0,0.0
2017,NY,Albany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NY,Buffalo-Jacobs,95.0,38.9,61.1,50.5,49.5,4.0,100.0,0.0,25.0,75.0
2017,NY,CUNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NY,Columbia-Vagelos,621.0,14.0,86.0,39.0,60.9,15.0,13.3,86.7,40.0,53.3
2017,NY,Cornell-Weill,554.0,14.1,85.9,42.2,57.6,18.0,16.7,83.3,38.9,61.1
2017,NY,Einstein,414.0,17.6,82.4,45.9,54.1,14.0,64.3,35.7,42.9,57.1
2017,NY,Zucker Hofstra Northwell,87.0,42.5,57.5,43.7,56.3,4.0,75.0,25.0,50.0,50.0
2017,NY,Mount Sinai-Icahn,421.0,17.8,82.2,43.2,56.5,11.0,9.1,90.9,45.5,54.5
2017,NY,New York Medical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NY,NYU-Grossman,441.0,16.6,83.4,39.0,60.8,14.0,21.4,78.6,57.1,42.9
2017,NY,Rochester,253.0,20.6,79.4,40.7,59.3,6.0,33.3,66.7,16.7,83.3
2017,NY,SUNY Downstate,108.0,44.4,55.6,43.5,56.5,3.0,66.7,33.3,33.3,66.7
2017,NY,SUNY Upstate,98.0,43.9,56.1,52.0,48.0,4.0,75.0,25.0,25.0,75.0
2017,NY,Renaissance Stony Brook,284.0,29.2,70.8,46.1,53.5,8.0,37.5,62.5,12.5,87.5
2017,OH,Case Western Reserve,351.0,8.8,91.2,40.2,59.8,13.0,15.4,84.6,61.5,38.5
2017,OH,Cincinnati,169.0,20.1,79.9,48.5,51.5,9.0,44.4,55.6,44.4,55.6
2017,OH,Northeast Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,OH,Ohio State,251.0,16.3,83.7,43.0,57.0,9.0,22.2,77.8,66.7,33.3
2017,OH,Toledo,37.0,35.1,64.9,35.1,64.9,1.0,100.0,0.0,0.0,100.0
2017,OH,Wright State-Boonshoft,35.0,34.3,65.7,31.4,68.6,0.0,0.0,0.0,0.0,0.0
2017,OK,Oklahoma,31.0,29.0,71.0,22.6,77.4,2.0,100.0,0.0,0.0,100.0
2017,OR,Oregon,273.0,7.3,92.7,43.2,56.8,5.0,40.0,60.0,60.0,40.0
2017,PA,Drexel,215.0,13.5,86.5,41.4,58.6,0.0,0.0,0.0,0.0,0.0
2017,PA,Geisinger Commonwealth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,PA,Jefferson-Kimmel,158.0,13.9,86.1,48.1,51.9,5.0,20.0,80.0,60.0,40.0
2017,PA,Penn State,218.0,10.1,89.9,47.7,51.8,8.0,12.5,87.5,75.0,25.0
2017,PA,Pennsylvania-Perelman,626.0,6.1,93.9,39.6,60.2,25.0,16.0,84.0,32.0,68.0
2017,PA,Pittsburgh,417.0,9.4,90.6,39.8,60.0,11.0,9.1,90.9,45.5,54.5
2017,PA,Temple-Katz,163.0,17.8,82.2,47.9,51.5,3.0,33.3,66.7,66.7,33.3
2017,PR,Caribe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,PR,Ponce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,PR,Puerto Rico,10.0,20.0,80.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0
2017,PR,San Juan Bautista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,RI,Brown-Alpert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,SC,MU South Carolina,188.0,7.4,92.6,48.4,51.1,6.0,50.0,50.0,33.3,66.7
2017,SC,South Carolina Columbia,33.0,3.0,97.0,57.6,42.4,0.0,0.0,0.0,0.0,0.0
2017,SC,South Carolina Greenville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,SD,South Dakota-Sanford,16.0,6.3,93.8,37.5,62.5,2.0,50.0,50.0,0.0,100.0
2017,TN,East Tennessee-Quillen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,TN,Meharry,61.0,4.9,95.1,68.9,31.1,0.0,0.0,0.0,0.0,0.0
2017,TN,Tennessee,23.0,60.9,39.1,52.2,47.8,0.0,0.0,0.0,0.0,0.0
2017,TN,Vanderbilt,446.0,3.8,96.2,44.6,55.4,14.0,7.1,92.9,42.9,57.1
2017,TX,Baylor,372.0,14.8,85.2,44.9,55.1,10.0,20.0,80.0,60.0,40.0
2017,TX,Texas A & M,119.0,44.5,55.5,52.9,47.1,5.0,40.0,60.0,40.0,60.0
2017,TX,Texas Tech,63.0,61.9,38.1,60.3,39.7,2.0,100.0,0.0,50.0,50.0
2017,TX,Texas Tech-Foster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,TX,UT Austin-Dell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,TX,UT San Antonio-Long,155.0,42.6,57.4,49.7,50.3,4.0,50.0,50.0,50.0,50.0
2017,TX,UT Houston-McGovern,144.0,47.9,52.1,53.5,46.5,4.0,25.0,75.0,50.0,50.0
2017,TX,UT Medical Branch,101.0,61.4,38.6,53.5,46.5,4.0,50.0,50.0,75.0,25.0
2017,TX,UT Rio Grande Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,TX,UT Southwestern,292.0,25.0,75.0,44.2,55.8,10.0,40.0,60.0,70.0,30.0
2017,UT,Utah,91.0,17.6,82.4,35.2,64.8,6.0,33.3,66.7,66.7,33.3
2017,VA,Eastern Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,VA,Virginia,292.0,7.9,92.1,50.0,50.0,7.0,14.3,85.7,57.1,42.9
2017,VA,Virginia Commonwealth,117.0,12.0,88.0,48.7,51.3,5.0,60.0,40.0,60.0,40.0
2017,VA,Virginia Tech Carilion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,VT,Vermont-Larner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,WA,U Washington,584.0,5.0,95.0,40.4,59.6,9.0,11.1,88.9,44.4,55.6
2017,WA,Washington State-Floyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,WI,MC Wisconsin,141.0,11.3,88.7,40.4,59.6,6.0,16.7,83.3,16.7,83.3
2017,WI,Wisconsin,338.0,6.8,93.2,40.5,59.2,10.0,20.0,80.0,60.0,40.0
2017,WV,Marshall-Edwards,17.0,5.9,94.1,29.4,70.6,0.0,0.0,0.0,0.0,0.0
2017,WV,West Virginia,38.0,5.3,94.7,47.4,52.6,2.0,50.0,50.0,100.0,0.0
2018,AL,Alabama,302.0,6.0,94.0,42.7,57.0,8.0,25.0,75.0,37.5,62.5
2018,AL,South Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,AR,Arkansas,34.0,32.4,67.6,50.0,50.0,2.0,100.0,0.0,50.0,50.0
2018,AZ,Arizona,132.0,14.4,85.6,48.5,51.5,4.0,25.0,75.0,25.0,75.0
2018,AZ,Arizona Phoenix,93.0,16.1,83.9,41.9,57.0,2.0,100.0,0.0,100.0,0.0
2018,CA,California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,CA,California Northstate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,CA,Loma Linda,75.0,41.3,58.7,37.3,62.7,2.0,50.0,50.0,50.0,50.0
2018,CA,Southern Cal-Keck,303.0,43.6,56.4,39.9,60.1,3.0,100.0,0.0,33.3,66.7
2018,CA,Stanford,623.0,21.8,78.2,41.3,58.4,9.0,0.0,100.0,66.7,33.3
2018,CA,UC Davis,216.0,47.2,52.8,45.4,54.6,0.0,0.0,0.0,0.0,0.0
2018,CA,UC Irvine,320.0,44.4,55.6,42.2,57.8,9.0,66.7,33.3,22.2,77.8
2018,CA,UC Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,CA,UC San Diego,536.0,27.2,72.8,41.6,58.4,10.0,60.0,40.0,60.0,40.0
2018,CA,UC San Francisco,611.0,22.1,77.9,41.9,57.9,10.0,50.0,50.0,20.0,80.0
2018,CA,UCLA-Geffen,607.0,27.3,72.7,41.7,58.2,17.0,52.9,47.1,41.2,58.8
2018,CO,Colorado,405.0,4.4,95.6,42.5,57.3,10.0,20.0,80.0,50.0,50.0
2018,CT,Connecticut,147.0,10.2,89.8,45.6,54.4,7.0,42.9,57.1,57.1,42.9
2018,CT,Quinnipiac-Netter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,CT,Yale,582.0,2.6,97.4,46.2,53.6,22.0,4.5,95.5,63.6,36.4
2018,DC,George Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,DC,Georgetown,299.0,1.0,99.0,45.2,54.5,4.0,0.0,100.0,50.0,50.0
2018,DC,Howard,114.0,2.6,97.4,57.0,43.0,4.0,25.0,75.0,75.0,25.0
2018,FL,FIU-Wertheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,FL,Florida,140.0,32.1,67.9,45.0,54.3,6.0,16.7,83.3,66.7,33.3
2018,FL,Florida Atlantic-Schmidt,39.0,38.5,61.5,41.0,59.0,2.0,100.0,0.0,50.0,50.0
2018,FL,Florida State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,FL,Miami-Miller,174.0,21.3,78.7,50.6,48.9,6.0,33.3,66.7,50.0,50.0
2018,FL,Nova Southeastern-Patel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,FL,UCF,52.0,38.5,61.5,50.0,50.0,2.0,100.0,0.0,100.0,0.0
2018,FL,USF-Morsani,52.0,36.5,63.5,44.2,55.8,1.0,100.0,0.0,100.0,0.0
2018,GA,Emory,563.0,4.6,95.4,45.6,54.4,9.0,0.0,100.0,88.9,11.1
2018,GA,MC Georgia Augusta,65.0,29.2,70.8,49.2,50.8,2.0,100.0,0.0,50.0,50.0
2018,GA,Mercer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,GA,Morehouse,59.0,10.2,89.8,57.6,42.4,0.0,0.0,0.0,0.0,0.0
2018,HI,Hawaii-Burns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,IA,Iowa-Carver,220.0,8.6,91.4,43.6,56.4,8.0,37.5,62.5,62.5,37.5
2018,IL,Carle Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,IL,Chicago Med Franklin,124.0,12.1,87.9,57.3,42.7,0.0,0.0,0.0,0.0,0.0
2018,IL,Chicago-Pritzker,472.0,7.6,92.4,44.5,55.5,10.0,60.0,40.0,50.0,50.0
2018,IL,Illinois,287.0,17.1,82.9,46.0,54.0,11.0,27.3,72.7,45.5,54.5
2018,IL,Loyola-Stritch,160.0,18.1,81.9,51.9,48.1,3.0,0.0,100.0,33.3,66.7
2018,IL,Northwestern-Feinberg,537.0,8.0,92.0,44.1,55.7,13.0,15.4,84.6,53.8,46.2
2018,IL,Rush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,IL,Southern Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,IN,Indiana,238.0,7.1,92.9,41.2,58.8,6.0,16.7,83.3,50.0,50.0
2018,KS,Kansas,70.0,18.6,81.4,40.0,60.0,5.0,80.0,20.0,20.0,80.0
2018,KY,Kentucky,84.0,11.9,88.1,50.0,48.8,2.0,0.0,100.0,0.0,100.0
2018,KY,Louisville,54.0,16.7,83.3,42.6,57.4,2.0,50.0,50.0,100.0,0.0
2018,LA,LSU New Orleans,75.0,18.7,81.3,50.7,49.3,6.0,50.0,50.0,50.0,50.0
2018,LA,LSU Shreveport,34.0,23.5,76.5,55.9,44.1,0.0,0.0,0.0,0.0,0.0
2018,LA,Tulane,106.0,6.6,93.4,44.3,54.7,2.0,0.0,100.0,50.0,50.0
2018,MA,Boston,348.0,10.6,89.4,46.6,53.4,6.0,0.0,100.0,16.7,83.3
2018,MA,Harvard,688.0,7.6,92.4,42.4,57.4,15.0,33.3,66.7,66.7,33.3
2018,MA,Massachusetts,235.0,16.6,83.4,48.5,51.1,8.0,25.0,75.0,50.0,50.0
2018,MA,Tufts,338.0,11.2,88.8,46.7,53.3,4.0,25.0,75.0,50.0,50.0
2018,MD,Johns Hopkins,592.0,6.9,93.1,42.2,57.6,12.0,0.0,100.0,33.3,66.7
2018,MD,Maryland,288.0,17.0,83.0,52.1,47.9,10.0,50.0,50.0,50.0,50.0
2018,MD,Uniformed Services-Hebert,56.0,14.3,85.7,39.3,60.7,2.0,100.0,0.0,50.0,50.0
2018,MI,Central Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,MI,Michigan,474.0,8.6,91.4,42.2,57.6,10.0,50.0,50.0,30.0,70.0
2018,MI,Michigan State,95.0,15.8,84.2,43.2,56.8,1.0,0.0,100.0,100.0,0.0
2018,MI,Oakland Beaumont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,MI,Wayne State,88.0,22.7,77.3,42.0,58.0,6.0,50.0,50.0,16.7,83.3
2018,MI,Western Michigan-Stryker,20.0,15.0,85.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0
2018,MN,Mayo,314.0,5.7,94.3,46.2,53.8,7.0,0.0,100.0,28.6,71.4
2018,MN,Minnesota,315.0,7.3,92.7,42.9,56.8,7.0,14.3,85.7,71.4,28.6
2018,MO,Missouri Columbia,50.0,24.0,76.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0
2018,MO,Missouri Kansas City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,MO,Saint Louis,128.0,13.3,86.7,43.8,56.3,3.0,66.7,33.3,33.3,66.7
2018,MO,Washington U St Louis,531.0,4.5,95.5,43.1,56.5,22.0,4.5,95.5,50.0,50.0
2018,MS,Mississippi,4.0,100.0,0.0,50.0,50.0,1.0,100.0,0.0,100.0,0.0
2018,NC,Duke,589.0,5.1,94.9,43.8,56.2,12.0,8.3,91.7,33.3,66.7
2018,NC,East Carolina-Brody,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NC,North Carolina,421.0,7.4,92.6,45.6,54.2,11.0,18.2,81.8,45.5,54.5
2018,NC,Wake Forest,133.0,18.8,81.2,52.6,46.6,2.0,50.0,50.0,50.0,50.0
2018,ND,North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NE,Creighton,45.0,6.7,93.3,44.4,55.6,2.0,0.0,100.0,50.0,50.0
2018,NE,Nebraska,69.0,8.7,91.3,46.4,53.6,6.0,33.3,66.7,83.3,16.7
2018,NH,Dartmouth-Geisel,271.0,0.7,99.3,48.3,50.9,2.0,0.0,100.0,100.0,0.0
2018,NJ,Cooper Rowan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NJ,Rutgers New Jersey,111.0,17.1,82.9,45.0,55.0,2.0,50.0,50.0,100.0,0.0
2018,NJ,Rutgers-RW Johnson,168.0,22.0,78.0,45.2,54.8,5.0,80.0,20.0,40.0,60.0
2018,NJ,Hackensack Meridian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NM,New Mexico,21.0,33.3,66.7,76.2,23.8,1.0,100.0,0.0,0.0,100.0
2018,NV,Nevada Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NV,Nevada Reno,14.0,14.3,85.7,42.9,57.1,1.0,100.0,0.0,0.0,100.0
2018,NY,Albany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NY,Buffalo-Jacobs,96.0,39.6,60.4,41.7,58.3,3.0,66.7,33.3,0.0,100.0
2018,NY,CUNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NY,Columbia-Vagelos,632.0,12.0,88.0,43.2,56.6,11.0,27.3,72.7,45.5,54.5
2018,NY,Cornell-Weill,515.0,13.6,86.4,41.2,58.6,14.0,28.6,71.4,57.1,42.9
2018,NY,Einstein,400.0,17.5,82.5,43.5,56.5,14.0,7.1,92.9,35.7,64.3
2018,NY,Mount Sinai-Icahn,385.0,19.2,80.8,43.4,56.4,9.0,33.3,66.7,44.4,55.6
2018,NY,New York Medical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NY,NYU-Grossman,396.0,16.2,83.8,41.9,57.8,9.0,22.2,77.8,33.3,66.7
2018,NY,Rochester,253.0,20.9,79.1,43.5,56.5,7.0,57.1,42.9,42.9,57.1
2018,NY,SUNY Downstate,97.0,44.3,55.7,47.4,52.6,2.0,50.0,50.0,50.0,50.0
2018,NY,SUNY Upstate,103.0,31.1,68.9,51.5,48.5,3.0,0.0,100.0,0.0,100.0
2018,NY,Renaissance Stony Brook,248.0,28.2,71.8,42.3,57.7,6.0,16.7,83.3,16.7,83.3
2018,NY,Zucker Hofstra Northwell,81.0,33.3,66.7,49.4,50.6,4.0,25.0,75.0,25.0,75.0
2018,OH,Case Western Reserve,400.0,8.3,91.8,42.5,57.5,13.0,0.0,100.0,46.2,53.8
2018,OH,Cincinnati,192.0,19.8,80.2,47.4,52.6,8.0,50.0,50.0,50.0,50.0
2018,OH,Northeast Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,OH,Ohio State,241.0,13.7,86.3,42.3,57.7,10.0,20.0,80.0,70.0,30.0
2018,OH,Toledo,44.0,27.3,72.7,54.5,45.5,3.0,33.3,66.7,33.3,66.7
2018,OH,Wright State-Boonshoft,47.0,34.0,66.0,51.1,48.9,1.0,100.0,0.0,0.0,100.0
2018,OK,Oklahoma,36.0,8.3,91.7,50.0,47.2,2.0,50.0,50.0,50.0,50.0
2018,OR,Oregon,313.0,5.8,94.2,47.9,51.8,5.0,20.0,80.0,40.0,60.0
2018,PA,Drexel,225.0,13.3,86.7,44.9,55.1,1.0,0.0,100.0,100.0,0.0
2018,PA,Geisinger Commonwealth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PA,Jefferson-Kimmel,149.0,20.8,79.2,52.3,47.7,2.0,0.0,100.0,50.0,50.0
2018,PA,Penn State,288.0,12.5,87.5,46.9,53.1,9.0,22.2,77.8,44.4,55.6
2018,PA,Pennsylvania-Perelman,667.0,7.3,92.7,44.4,55.5,20.0,5.0,95.0,30.0,70.0
2018,PA,Pittsburgh,447.0,10.7,89.3,43.2,56.8,14.0,42.9,57.1,57.1,42.9
2018,PA,Temple-Katz,135.0,20.0,80.0,51.9,48.1,3.0,66.7,33.3,66.7,33.3
2018,PR,Caribe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PR,Ponce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PR,Puerto Rico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PR,San Juan Bautista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,RI,Brown-Alpert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,SC,MU South Carolina,206.0,5.8,94.2,51.5,48.5,6.0,50.0,50.0,33.3,66.7
2018,SC,South Carolina Columbia,49.0,2.0,98.0,61.2,38.8,0.0,0.0,0.0,0.0,0.0
2018,SC,South Carolina Greenville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,SD,South Dakota-Sanford,28.0,7.1,92.9,53.6,46.4,2.0,50.0,50.0,50.0,50.0
2018,TN,East Tennessee-Quillen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,TN,Meharry,55.0,1.8,98.2,60.0,40.0,0.0,0.0,0.0,0.0,0.0
2018,TN,Tennessee,29.0,37.9,62.1,55.2,44.8,0.0,0.0,0.0,0.0,0.0
2018,TN,Vanderbilt,477.0,2.7,97.3,44.2,55.6,14.0,0.0,100.0,50.0,50.0
2018,TX,Baylor,415.0,17.6,82.4,40.5,59.3,13.0,23.1,76.9,23.1,76.9
2018,TX,Texas A & M,118.0,50.0,50.0,48.3,50.8,5.0,0.0,100.0,0.0,100.0
2018,TX,Texas Tech,85.0,58.8,41.2,48.2,51.8,3.0,100.0,0.0,100.0,0.0
2018,TX,Texas Tech-Foster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,TX,UT Austin-Dell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,TX,UT Houston-McGovern,169.0,50.3,49.7,52.1,47.9,3.0,66.7,33.3,100.0,0.0
2018,TX,UT Medical Branch,135.0,51.9,48.1,43.7,55.6,5.0,60.0,40.0,20.0,80.0
2018,TX,UT Rio Grande Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,TX,UT San Antonio-Long,210.0,41.0,59.0,48.6,51.4,7.0,28.6,71.4,57.1,42.9
2018,TX,UT Southwestern,332.0,28.3,71.7,37.0,63.0,17.0,41.2,58.8,47.1,52.9
2018,UT,Utah,125.0,15.2,84.8,41.6,57.6,5.0,20.0,80.0,40.0,60.0
2018,VA,Eastern Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,VA,Virginia,251.0,10.4,89.6,47.4,52.6,6.0,33.3,66.7,16.7,83.3
2018,VA,Virginia Commonwealth,131.0,16.8,83.2,57.3,42.7,6.0,16.7,83.3,50.0,50.0
2018,VA,Virginia Tech Carilion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,VT,Vermont-Larner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,WA,U Washington,588.0,4.3,95.7,44.6,55.1,11.0,18.2,81.8,45.5,54.5
2018,WA,Washington State-Floyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,WI,MC Wisconsin,162.0,7.4,92.6,50.0,50.0,5.0,20.0,80.0,40.0,60.0
2018,WI,Wisconsin,340.0,5.6,94.4,42.6,57.1,10.0,20.0,80.0,40.0,60.0
2018,WV,Marshall-Edwards,37.0,10.8,89.2,37.8,62.2,2.0,0.0,100.0,50.0,50.0
2018,WV,West Virginia,52.0,9.6,90.4,40.4,59.6,2.0,50.0,50.0,50.0,50.0
2019,AL,Alabama,245.0,4.1,95.9,49.0,51.0,8.0,0.0,100.0,62.5,37.5
2019,AL,South Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,AR,Arkansas,29.0,20.7,79.3,41.4,58.6,0.0,0.0,0.0,0.0,0.0
2019,AZ,Arizona,128.0,9.4,90.6,53.9,46.1,7.0,28.6,71.4,71.4,28.6
2019,AZ,Arizona Phoenix,76.0,13.2,86.8,59.2,40.8,1.0,100.0,0.0,100.0,0.0
2019,CA,California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,CA,California Northstate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,CA,Loma Linda,52.0,38.5,61.5,61.5,38.5,2.0,0.0,100.0,100.0,0.0
2019,CA,Southern Cal-Keck,320.0,34.1,65.9,46.9,53.1,5.0,80.0,20.0,40.0,60.0
2019,CA,Stanford,644.0,20.5,79.5,42.4,57.5,10.0,30.0,70.0,40.0,60.0
2019,CA,UC Davis,208.0,50.0,50.0,46.2,53.8,2.0,100.0,0.0,50.0,50.0
2019,CA,UC Irvine,332.0,41.6,58.4,45.8,53.9,6.0,33.3,66.7,83.3,16.7
2019,CA,UC Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,CA,UC San Diego,498.0,30.3,69.7,45.8,54.0,10.0,40.0,60.0,70.0,30.0
2019,CA,UC San Francisco,606.0,24.4,75.6,42.7,57.1,12.0,25.0,75.0,41.7,58.3
2019,CA,UCLA-Geffen,575.0,25.9,74.1,43.8,56.2,16.0,37.5,62.5,31.3,68.8
2019,CO,Colorado,443.0,6.3,93.7,48.3,51.2,10.0,20.0,80.0,70.0,30.0
2019,CT,Connecticut,165.0,10.3,89.7,48.5,51.5,6.0,33.3,66.7,33.3,66.7
2019,CT,Quinnipiac-Netter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,CT,Yale,614.0,4.2,95.8,43.8,55.9,19.0,5.3,94.7,42.1,57.9
2019,DC,George Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,DC,Georgetown,299.0,0.7,99.3,49.8,49.8,5.0,0.0,100.0,40.0,60.0
2019,DC,Howard,89.0,0.0,100.0,55.1,44.9,0.0,0.0,0.0,0.0,0.0
2019,FL,FIU-Wertheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,FL,Florida,149.0,28.9,71.1,49.7,50.3,4.0,50.0,50.0,50.0,50.0
2019,FL,Florida Atlantic-Schmidt,32.0,28.1,71.9,40.6,59.4,0.0,0.0,0.0,0.0,0.0
2019,FL,Florida State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,FL,Miami-Miller,274.0,13.5,86.5,47.1,52.6,6.0,0.0,100.0,33.3,66.7
2019,FL,Nova Southeastern-Patel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,FL,UCF,40.0,30.0,70.0,35.0,65.0,0.0,0.0,0.0,0.0,0.0
