----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Fiscal Year: Active Projects,  2022,  2021,  2020,  2019,  2018,  2017,  2016,  2015,  2014,  2013,  2012,  2011,  2010,  2009,  2008,  2007,  2006,  2005,  2004,  2003,  2002,  2001,  2000,  1999,  1998,  1997,  1996,  1995,  1994,  1993,  1992,  1991,  1990,  1989,  1988,  1987,  1986,  1985"
"     Text Search: "Medical Scientist",  "MSTP" (or)"
"     Limit to: Project Title"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available"," ","Medical Scientist Training Program at Mayo Clinic","n/a","NIGMS","7055310","6/26/2006 12:00:00 AM","PA-00-103","5T32GM065841-04","5","T32","GM","065841","04"," ","SHAPIRO, BERT I","7/1/2003 12:00:00 AM","6/30/2008 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","6403132","RODRIGUEZ, MOSES ","Not Applicable","01","Unavailable","006471700","Y2K4F9RPRRG7","006471700","Y2K4F9RPRRG7","US","44.022374","-92.465881","4976101","MAYO CLINIC ROCHESTER","ROCHESTER","MN","Other Domestic Non-Profits","559050001","UNITED STATES","N","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","859","Training, Institutional","2006"," "," ","NIGMS"," "," "," ","183879",
"No NIH Category available"," ","MEDICAL SCIENTIST TRAINING PROGRAM AT TUFTS UNIVERSITY","n/a","NIGMS","7055346","6/6/2006 12:00:00 AM"," ","5T32GM008448-13","5","T32","GM","008448","13"," ","SHAPIRO, BERT I","7/1/1994 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1878300","SCHWOB, JAMES E.","Not Applicable","08","PHYSIOLOGY","039318308","C1F5LNUF7W86","039318308","C1F5LNUF7W86","US","42.349907","-71.061712","8422704","TUFTS UNIVERSITY BOSTON","BOSTON","MA","SCHOOLS OF MEDICINE","021111901","UNITED STATES","N","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","859","Training, Institutional","2006"," "," ","NIGMS"," "," "," ","151696",
"No NIH Category available"," ","Medical Scientist Training Program at Univ. of Texas","n/a","NIGMS","7071189","6/6/2006 12:00:00 AM"," ","5T32GM008014-25","5","T32","GM","008014","25"," ","SHAPIRO, BERT I","7/1/1982 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","1965564","BROWN, MICHAEL S","Not Applicable","30","GENETICS","800771545","YZJ6DKPM4W63","800771545","YZJ6DKPM4W63","US","32.814772","-96.841146","578404","UT SOUTHWESTERN MEDICAL CENTER","DALLAS","TX","SCHOOLS OF MEDICINE","753909105","UNITED STATES","N","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","859","Training, Institutional","2006"," "," ","NIGMS"," "," "," ","732137",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6894862","6/23/2005 12:00:00 AM"," ","2T32GM007309-31","2","T32","GM","007309","31"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2010 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1880560","SILICIANO, ROBERT F","Not Applicable","07","BIOCHEMISTRY","001910777","FTMTDMBR29C7","001910777","FTMTDMBR29C7","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","SCHOOLS OF MEDICINE","212182680","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","2260799",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6911693","6/2/2005 12:00:00 AM"," ","5T32GM007347-27","5","T32","GM","007347","27"," ","SHAPIRO, BERT I","7/1/1977 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","8001798","DERMODY, TERENCE S.","Not Applicable","05","INTERNAL MEDICINE/MEDICINE","965717143","GTNBNWXJ12D5","965717143","GTNBNWXJ12D5","US","36.140134","-86.796274","8721001","VANDERBILT UNIVERSITY","NASHVILLE","TN","SCHOOLS OF MEDICINE","372032408","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","900866",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6894515","5/16/2005 12:00:00 AM"," ","2T32GM008244-18","2","T32","GM","008244","18"," ","SHAPIRO, BERT I","7/1/1988 12:00:00 AM","6/30/2010 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1886510","LEBIEN, TUCKER W","Not Applicable","05","PATHOLOGY","555917996","KABJZBBJ4B54","555917996","KABJZBBJ4B54","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","SCHOOLS OF MEDICINE","554552070","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","342350",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6908063","6/13/2005 12:00:00 AM"," ","5T32GM007367-30","5","T32","GM","007367","30"," ","SHAPIRO, BERT I","11/1/1976 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","1871427","SHELANSKI, MICHAEL L","Not Applicable","15","PATHOLOGY","621889815","QHF5ZZ114M72","621889815","QHF5ZZ114M72","US","40.841253","-73.940404","1833205","COLUMBIA UNIVERSITY HEALTH SCIENCES","NEW YORK","NY","SCHOOLS OF MEDICINE","100323725","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","863447",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6915725","7/7/2005 12:00:00 AM"," ","5T32GM007170-31","5","T32","GM","007170","31"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2008 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","6125110","BRASS, LAWRENCE F","Not Applicable","02","INTERNAL MEDICINE/MEDICINE","042250712","GM1XX56LEP58","042250712","GM1XX56LEP58","US","39.952982","-75.192768","6463801","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","SCHOOLS OF MEDICINE","191046205","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","2382662",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6915002","8/22/2005 12:00:00 AM"," ","5T32GM007365-30","5","T32","GM","007365","30"," ","SHAPIRO, BERT I","11/1/1976 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1883543","BARSH, GREGORY STEFAN","Not Applicable","14","PEDIATRICS","009214214","HJD6G4D6TJY5","009214214","HJD6G4D6TJY5","US","37.429038","-122.178178","8046501","STANFORD UNIVERSITY","STANFORD","CA","SCHOOLS OF MEDICINE","943052004","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","1943897",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6919245","8/3/2005 12:00:00 AM"," ","5T32GM007171-31","5","T32","GM","007171","31"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT(01)-A]"," ","1871037","PIZZO, SALVATORE V","Not Applicable","04","PATHOLOGY","044387793","TP7EK8DZV6N5","044387793","TP7EK8DZV6N5","US","36.006824","-78.924579","2221101","DUKE UNIVERSITY","DURHAM","NC","SCHOOLS OF MEDICINE","277054673","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","1534742",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6845548","4/15/2005 12:00:00 AM"," ","2T32GM007337-29","2","T32","GM","007337","29"," ","SHAPIRO, BERT I","7/1/1977 12:00:00 AM","6/30/2010 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1898349","GEYER, PAMELA K.","Not Applicable","02","BIOCHEMISTRY","062761671","Z1H9VJS8NG16","062761671","Z1H9VJS8NG16","US","41.662689","-91.547715","3972901","UNIVERSITY OF IOWA","IOWA CITY","IA","SCHOOLS OF MEDICINE","522421320","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","813973",
"No NIH Category available"," ","MEDICAL SCIENTIST TRAINING PROGRAM","n/a","NIGMS","6845043","6/27/2005 12:00:00 AM"," ","2T32GM007205-31","2","T32","GM","007205","31"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2010 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1866407","JAMIESON, JAMES DOUGLAS","Not Applicable","03","ANATOMY/CELL BIOLOGY","043207562","FL6GV84CKN57","043207562","FL6GV84CKN57","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","2133929",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6894379","6/9/2005 12:00:00 AM"," ","2T32GM007267-27","2","T32","GM","007267","27"," ","SHAPIRO, BERT I","7/1/1977 12:00:00 AM","6/30/2010 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","6398572","OWENS, GARY K","Not Applicable","05","PHYSIOLOGY","065391526","JJG6HU8PA4S5","065391526","JJG6HU8PA4S5","US","38.034207","-78.512346","1526402","UNIVERSITY OF VIRGINIA","CHARLOTTESVILLE","VA","SCHOOLS OF MEDICINE","229044195","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","425779",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6894081","4/25/2005 12:00:00 AM"," ","5T32GM008620-07","5","T32","GM","008620","07"," ","SHAPIRO, BERT I","7/1/1999 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1882112","GOLDIN, ALAN L","Not Applicable","48","MICROBIOLOGY/IMMUN/VIROLOGY","046705849","MJC5FCYQTPE6","046705849","MJC5FCYQTPE6","US","33.678042","-117.773718","577504","UNIVERSITY OF CALIFORNIA-IRVINE","IRVINE","CA","SCHOOLS OF MEDICINE","926970001","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","199739",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6893691","6/13/2005 12:00:00 AM"," ","5T32GM063483-04","5","T32","GM","063483","04"," ","SHAPIRO, BERT I","7/1/2002 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1868680","MYATT, LESLIE ","Not Applicable","01","OBSTETRICS & GYNECOLOGY","041064767","DZ4YCZ3QSPR5","041064767","DZ4YCZ3QSPR5","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","246407",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6915000","5/26/2005 12:00:00 AM"," ","5T32GM008607-07","5","T32","GM","008607","07"," ","SHAPIRO, BERT I","7/1/1999 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1884082","KREAM, BARBARA E","Not Applicable","05","PHARMACOLOGY","022254226","H6D6JMXJXDE6","022254226","H6D6JMXJXDE6","US","41.733439","-72.797053","1506603","UNIVERSITY OF CONNECTICUT SCH OF MED/DNT","FARMINGTON","CT","SCHOOLS OF MEDICINE","060305335","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","133435",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6911747","6/23/2005 12:00:00 AM"," ","5T32GM008719-07","5","T32","GM","008719","07"," ","SHAPIRO, BERT I","7/1/1999 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","2008267","ORRINGER, EUGENE P","Not Applicable","04","INTERNAL MEDICINE/MEDICINE","608195277","D3LHU66KBLD5","608195277","D3LHU66KBLD5","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","SCHOOLS OF MEDICINE","275995023","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","439958",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6912792","5/12/2005 12:00:00 AM"," ","5T32GM008152-19","5","T32","GM","008152","19"," ","SHAPIRO, BERT I","7/1/1987 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT(01)-A]"," ","1877098","ENGMAN, DAVID M.","Not Applicable","07","PATHOLOGY","005436803","KG76WYENL5K1","005436803","KG76WYENL5K1","US","41.896017","-87.616602","6144650","NORTHWESTERN UNIVERSITY AT CHICAGO","CHICAGO","IL","SCHOOLS OF MEDICINE","606114579","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","943502",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6911751","5/2/2005 12:00:00 AM"," ","5T32GM007266-31","5","T32","GM","007266","31"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","1860313","LOEB, LAWRENCE A","Not Applicable","07","PATHOLOGY","605799469","HD1WMN6945W6","605799469","HD1WMN6945W6","US","47.660049","-122.31441","9087701","UNIVERSITY OF WASHINGTON","SEATTLE","WA","SCHOOLS OF MEDICINE","981951016","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","1051388",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6845779","4/25/2005 12:00:00 AM"," ","2T32GM007198-31","2","T32","GM","007198","31"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2010 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1881196","INSEL, PAUL A","Not Applicable","53","PHARMACOLOGY","804355790","UYTTZT6G9DT1","804355790","UYTTZT6G9DT1","US","32.881785","-117.236973","577507","UNIVERSITY OF CALIFORNIA, SAN DIEGO","LA JOLLA","CA","SCHOOLS OF MEDICINE","920930621","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","1124053",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6894144","5/12/2005 12:00:00 AM"," ","2T32GM008361-14","2","T32","GM","008361","14"," ","SHAPIRO, BERT I","7/1/1992 12:00:00 AM","6/30/2010 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1870572","BUCY, R PAT","Not Applicable","07","PATHOLOGY","063690705","YND4PLMC9AN7","063690705","YND4PLMC9AN7","US","33.506935","-86.809252","1288803","UNIVERSITY OF ALABAMA AT BIRMINGHAM","BIRMINGHAM","AL","SCHOOLS OF MEDICINE","352940001","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","509925",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6908932","6/29/2005 12:00:00 AM"," ","5T32GM007250-30","5","T32","GM","007250","30"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2009 12:00:00 AM","ZGM1-BRT-2(MS)"," ","1888529","HARDING, CLIFFORD V","Not Applicable","11","PATHOLOGY","077758407","HJMKEF7EJW69","077758407","HJMKEF7EJW69","US","41.505076","-81.609998","218601","CASE WESTERN RESERVE UNIVERSITY","CLEVELAND","OH","SCHOOLS OF MEDICINE","441061712","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","1288553",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6909039","5/11/2005 12:00:00 AM"," ","5T32GM007288-31","5","T32","GM","007288","31"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2008 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1859306","AKABAS, MYLES H.","Not Applicable","15","MICROBIOLOGY/IMMUN/VIROLOGY","110521739"," ","110521739"," ","US","40.851026","-73.844361","9433501","ALBERT EINSTEIN COLLEGE OF MEDICINE","BRONX","NY","SCHOOLS OF MEDICINE","104611900","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","1534090",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6845900","4/15/2005 12:00:00 AM"," ","2T32GM007330-29","2","T32","GM","007330","29"," ","SHAPIRO, BERT I","7/1/1977 12:00:00 AM","6/30/2010 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","7353736","LUPSKI, JAMES RICHARD","Not Applicable","07","GENETICS","051113330","FXKMA43NTV21","051113330","FXKMA43NTV21","US","29.711148","-95.39695","481201","BAYLOR COLLEGE OF MEDICINE","HOUSTON","TX","SCHOOLS OF MEDICINE","770303411","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","719132",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6942439","6/29/2005 12:00:00 AM"," ","5T32GM008042-23","5","T32","GM","008042","23"," ","SHAPIRO, BERT I","7/1/1983 12:00:00 AM","6/30/2008 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT(01)-A]"," ","1883586","SMALE, STEPHEN T","Not Applicable","30","NONE","092530369","RN64EPNH8JC6","092530369","RN64EPNH8JC6","US","34.104809","-118.41105","577505","UNIVERSITY OF CALIFORNIA LOS ANGELES","LOS ANGELES","CA","SCHOOLS OF MEDICINE","900952000","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","1141825",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6893460","4/25/2005 12:00:00 AM"," ","5T32GM008208-17","5","T32","GM","008208","17"," ","SHAPIRO, BERT I","7/1/1987 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1872954","WILEY, CLAYTON A.","Not Applicable","14","PATHOLOGY","004514360","MKAGLD59JRL1","004514360","MKAGLD59JRL1","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","152133320","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","399184",
"No NIH Category available"," ","OHSU Medical Scientist Training Program","n/a","NIGMS","6904505","5/11/2005 12:00:00 AM"," ","5T32GM067549-02","5","T32","GM","067549","02"," ","SHAPIRO, BERT I","7/1/2004 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1866582","ROTWEIN, PETER SCOTT","Not Applicable","01","BIOCHEMISTRY","096997515","NPSNT86JKN51","096997515","NPSNT86JKN51","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","SCHOOLS OF MEDICINE","972393098","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","192447",
"No NIH Category available"," ","MICHIGAN MEDICAL SCIENTIST TRAINING PROGRAM","n/a","NIGMS","6844584","6/9/2005 12:00:00 AM"," ","2T32GM007863-26","2","T32","GM","007863","26"," ","SHAPIRO, BERT I","8/1/1980 12:00:00 AM","6/30/2010 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1866410","KOENIG, RONALD JAY","Not Applicable","15","INTERNAL MEDICINE/MEDICINE","073133571","GNJ7BBP73WE9","073133571","GNJ7BBP73WE9","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF MEDICINE","481091276","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","1659587",
"No NIH Category available"," ","Medical Scientist Research Service Award","n/a","NIGMS","6941333","5/26/2005 12:00:00 AM"," ","5T32GM007308-31","5","T32","GM","007308","31"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2008 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT(01)-A]"," ","8021264","ULANE, RODNEY E","Not Applicable","14","NONE","121911077","M5SZJ6VHUHN8","121911077","M5SZJ6VHUHN8","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","1279879",
"No NIH Category available"," ","COMPARATIVE MEDICAL SCIENTIST POSTDOCTORAL TRAINING","n/a","NCRR","6916182","8/5/2005 12:00:00 AM"," ","5T32RR007003-29","5","T32","RR","007003","29"," ","WATSON, WILLIAM T","7/1/1982 12:00:00 AM","6/30/2007 12:00:00 AM","Comparative Medicine Review Committee[RIRG-C]"," ","1903650","SCHOEB, TRENTON R","Not Applicable","07","GENETICS","063690705","YND4PLMC9AN7","063690705","YND4PLMC9AN7","US","33.506935","-86.809252","1288803","UNIVERSITY OF ALABAMA AT BIRMINGHAM","BIRMINGHAM","AL","SCHOOLS OF MEDICINE","352940001","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","389","Training, Institutional","2005"," "," ","NCRR"," "," "," ","1",
"No NIH Category available"," ","Medical Scientist Training Program Grant","n/a","NIGMS","6908950","5/23/2005 12:00:00 AM"," ","5T32GM007356-30","5","T32","GM","007356","30"," ","SHAPIRO, BERT I","11/1/1976 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1890923","O'BANION, MICHAEL KERRY","Not Applicable","28","NEUROSCIENCES","041294109","F27KDXZMF9Y8","041294109","F27KDXZMF9Y8","US","43.16888","-77.615939","7047101","UNIVERSITY OF ROCHESTER","ROCHESTER","NY","SCHOOL OF MEDICINE & DENTISTRY","146270140","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","520781",
"No NIH Category available"," ","MEDICAL SCIENTIST NATIONAL RESEARCH SERVICE AWARD","n/a","NIGMS","6894375","6/23/2005 12:00:00 AM"," ","2T32GM007281-31","2","T32","GM","007281","31"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2010 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1955225","QUINTANS, JOSE RAMON","Not Applicable","01","PATHOLOGY","005421136","ZUE9HKT2CLC9","005421136","ZUE9HKT2CLC9","US","41.789554","-87.601172","1413601","UNIVERSITY OF CHICAGO","CHICAGO","IL","SCHOOLS OF MEDICINE","606372612","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","1791547",
"No NIH Category available"," ","National Research Science Award - Medical Scientist","n/a","NIGMS","6845185","6/30/2005 12:00:00 AM"," ","2T32GM007200-31","2","T32","GM","007200","31"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2010 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1930486","GOLDBERG, DANIEL E","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","068552207","L6NFUM28LQM5","068552207","L6NFUM28LQM5","US","38.647241","-90.300814","9083901","WASHINGTON UNIVERSITY","SAINT LOUIS","MO","SCHOOLS OF MEDICINE","631304862","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","2446788",
"No NIH Category available"," ","Medical Scientist Training Program at Mayo Clinic","n/a","NIGMS","6906575","4/15/2005 12:00:00 AM","PA-00-103","5T32GM065841-03","5","T32","GM","065841","03"," ","SHAPIRO, BERT I","7/1/2003 12:00:00 AM","6/30/2008 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","6403132","RODRIGUEZ, MOSES ","Not Applicable","01","Unavailable","006471700","Y2K4F9RPRRG7","006471700","Y2K4F9RPRRG7","US","44.022374","-92.465881","4976101","MAYO CLINIC ROCHESTER","ROCHESTER","MN","Other Domestic Non-Profits","559050001","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","183879",
